Article_ID,Title,Summary
27050ed9-4a4f-4556-87c6-14b0084a8f1e,"TITLE: China ready to expand practical cooperation with Cuba, says Xi Jinping. OPENING: Xi Jinping also noted that Cuba was the first country in the Western Hemisphere to establish diplomatic relations with China",
5bb377d9-8afb-4ca5-a51b-5fd964eae95e,TITLE: Watch: Christopher Luxon meets with China's Xi Jinping. OPENING: The Prime Minister has met China's leader on the sidelines of the APEC Summit.,
54be1b2b-8959-4a1a-844c-11292d76db12,"TITLE: PM Modi, Xi Jinping Shake Hands, Greet Each Other At BRICS. OPENING: Prime Minister Narendra Modi and Chinese President Xi Jinping were seen exchanging a handshake and in brief conversation with each other on Thursday at the BRIC...",
583e2614-cba4-4703-9c91-b4109986b728,"TITLE: Profile: Xi Jinping the reformer. OPENING: Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, applauds...",
f88cd9f7-c92b-4112-b725-46b878b60924,TITLE: Xi Jinping Elected Chinese President For Historic 3rd Term. OPENING: Xi's re-election is the culmination of a remarkable rise in which he has gone from a relatively little-known party apparatchik to the leader of a rising global ...,
64b0c7a3-eb75-40ad-93c1-f33f585db644,TITLE: Joe Biden To Urge Xi Jinping To Restrain North Korea's Worst. OPENING: President Joe Biden will urge Chinese leader Xi Jinping to restrain North Korea's,
3ed47c3c-d95c-4b5f-9fd3-057b4a77ad15,"TITLE: China, Russia to protect production and sales chains — Xi Jinping. OPENING: The Chinese leader noted that Beijing is ready to work with Moscow on strengthening of international multilateral cooperation",
d6dcbf80-6fe3-4d6f-87ba-46d86517845c,"TITLE: The rise of Xi Jinping, explained. OPENING: From elite son of a former revolutionary, to exiled peasant, to party darling, Xi Jinping has become China’s most powerful leader since Mao Zedong.",
d8f215e8-703f-4846-bc4a-340e31467050,"TITLE: Xi Jinping concludes his visit to Moscow, leaves Russia. OPENING: A solemn ceremony was held on the occasion of the Chinese president’s departure",
62fb4977-fc3e-4b52-8581-b181cff6435b,TITLE: China's Xi Jinping all for deeper relations with Chile. OPENING: Chinese President Xi Jinping told his Chilean counterpart Gabriel Boric Font in Lima on the sidelines of the Asia-Pacific Economic Cooperation (APEC) Economic L...,
9d3d935b-5392-4d12-b72a-fa36fb6d04bb,"TITLE: Sino-Russian trade has hit record, approaching $200 bln — Xi Jinping. OPENING: ""I note with satisfaction that the governments, ministries and agencies, as well as the Chinese and Russian regions, are working hard on the implementation of a...",
96ffbe58-f970-4bdb-b07e-3a8f192ef291,TITLE: Xi Jinping: China must prepare for Real Combat. OPENING: China's President Xi Jinping has called on the country's armed forces to,
705db811-bbff-4335-94f9-fb2ad141574e,"TITLE: Xi Jinping jokes about backdoors in Xiaomi smartphones. OPENING: : South Korea's president laughed, so perhaps it was funny? Unlike China's censorship and snooping",
68b604d7-9c2c-453e-bd25-ebf32ba871c6,"TITLE: Why Xi Jinping Chose Detente With India (For Now). OPENING: On Tuesday, China surprised many by announcing an agreement to resolve its four-year military standoff with India, just a day before the BRICS summit kicked off...",
301ebb88-b1e7-4efb-af5b-db341f4dee3b,"TITLE: Xi Jinping, a promoter of national fitness. OPENING: (ECNS) -- “Good health is the key to a happy life,”says Chinese President Xi Jinping. To him, national fitness is related to the happiness of the people and...",
4e6f274b-a5b8-488c-852e-def2199f0a0c,TITLE: Xi Jinping holds phone conversation with Zelensky — TV. OPENING: The last time the two leaders communicated was in early January 2022,
67192e3f-e9ad-4277-ac57-51108af1c326,TITLE: Trump says his meeting with Xi Jinping to ensure eternal peace. OPENING: The US leader noted that the meeting was a great one for both countries,
ab435e96-bed7-4cf2-b389-cacfdc80a567,"TITLE: Russian-Chinese relations remain strong as tested by time, says Xi Jinping. OPENING: Throughout history, they have experienced difficult periods, said the Chinese leader",
1134df98-becb-4f06-93b0-0570f90c86a8,"TITLE: Xi Jinping to visit Russia next week — Meduza. OPENING: Chinese leader Xi Jinping will visit Russia on March 20–22, Russian state news agency Interfax reported on Friday.",
3df0dc5e-e3a4-410b-9de6-9057718260b0,"TITLE: Jaishankar Meets Xi Jinping, Discusses India-China Ties. OPENING: The external affairs minister landed in China on Monday on a two-day visit to attend a conclave of the Shanghai Cooperation Organisation (SCO)",
b8769b23-5005-45fb-b278-b8c8791d324b,"TITLE: China opposes separatism in Taiwan, foreign interference, says Xi Jinping. OPENING: Xi Jinping added that China ""facilitates exchanges and cooperation between the two sides of the Taiwan Strait""",
82e60101-8db1-439d-8fd6-f5048860aa27,TITLE: Xi Jinping Reluctant to Meet 'Unpredictable' Trump: Report. OPENING: Voice is AI-generated. Inconsistencies may occur. President Donald Trump's,
bc32279a-33c9-4129-9130-36cafac2ed96,"TITLE: Who is China's President Xi Jinping?. OPENING: China News: When Xi Jinping took power in 2012, some observers predicted he would be the most liberal Communist Party leader in China's history, based on his lo...",
25603128-30fd-41b6-9181-b24ff91c0d73,"TITLE: China ready to strengthen strategic coordination with North Korea — Xi Jinping. OPENING: According to him, the friendship between China and the DPRK has stood the test of time",
8c19e55a-2952-4fc5-af2d-4ff4570ae3bc,"TITLE: Xi Jinping as “Compass-in-Chief”. OPENING: There has been much discussion and dissection of the optics of the U.S. Secretary of State Antony Blinken’s recent visit to Beijing, during which he met with ...",
a2f469f3-32de-4a11-9d5c-20ac2b80af03,"TITLE: Xi Jinping: Joe Biden again calls Xi Jinping a dictator, showing limits of cooperation. OPENING: US News: US President Joe Biden referred to Chinese President Xi Jinping as a dictator during a press conference, potentially overshadowing the productive disc",
456d2e34-9f2f-4f55-b6c0-c1156b91659c,"TITLE: Chinese President Xi Jinping fears the collapse of the Chinese Communist Party. OPENING: Chinese premier Jinping expresses fears that Chinese Communist Party may collapse, claims the Greek City Times.",
3beba876-e848-4265-85dc-976fade4356a,TITLE: Putin notes his friendship with Xi Jinping helps fostering Sino-Russian ties. OPENING: The Russian president noted that China was traditionally participating in the Eastern Economic Forum,
fd4f5cb8-d4ac-4795-b488-212d26a3c174,"TITLE: China's Xi Jinping Bullishly Mugged by Market Reality. OPENING: Markets always and everywhere have their say. Much as political types imagine they can use force or the money of others to alter reality, market signals overpow...",
2a3ee40b-96e9-4848-be83-639fd40793dc,TITLE: Xi Jinping to discuss international matters with BRICS leaders at Kazan summit — diplomat. OPENING: Chinese Foreign Ministry Spokeswoman Mao Ning added that China is ready to cooperate with all parties to promote stability and long-term development of BRICS+ i...,
00dbd0b2-c1a4-424c-96fa-b7708c9cb9f4,"TITLE: Stories about President Xi Jinping and farmers. OPENING: (ECNS) -- ""I had worked in the countryside myself,"" says Chinese President Xi Jinping. ""Our generation has compassion and the will to help people, especially fa...",
c1020cc7-92bf-4052-8ca0-9d9b3537abab,TITLE: Putin describes his talks with Xi Jinping as very fruitful. OPENING: Two joint statements at the level of the heads of states were adopted,
3716e9c0-1828-475a-bde0-10b4aa535c36,"TITLE: Xi Jinping: Xi Jinping says willing to work with US for stable relationship. OPENING: China News: China's President Xi Jinping said Monday he was willing to work with the United States to promote stable bilateral ties, exchanging congratulations ...",
0e377fda-59f6-45ec-b507-086ce3771fed,TITLE: President Xi Jinping arrives in South Africa for BRICS summit. OPENING: Chinese President Xi Jinping's arrival in Johannesburg on Monday marked his participation in the highly anticipated 15th BRICS Summit.,
dadb5bb4-921d-4011-ba3e-ceb6d43f46a1,TITLE: President Xi Jinping and President Vladimir Putin walk together after talks. OPENING: Chinese President Xi Jinping and Russian President Vladimir Putin walked together at the Zhongnanhai residence following their formal and informal talks. At the...,
ee804aa3-34ba-4a9d-b41e-242b531459eb,"TITLE: Joe Biden To Give Xi Jinping ""His Perspective"" On N. Korea At G20 Summit. OPENING: US President Joe Biden arrived in Asia on Saturday vowing to urge Chinese leader Xi Jinping to rein in North Korea when they hold their first face-to-face meeti...",
b34b3f85-2f8d-4e7f-a0f2-0537f51bc67b,"TITLE: Biden, Xi Jinping meet face-to-face at G20 Summit; amidst superpower tensions. OPENING: The highly anticipated meeting is being held on the margins of the Group of 20 summit of world leaders in Indonesia.",
6e36760f-6f67-408f-bf77-ecc8ea496d83,TITLE: Xi Jinping states confident growth in trade between China and Russia. OPENING: The Chinese President expressed satisfaction that the eastern route of the China-Russia gas pipeline was brought to full capacity ahead of schedule,
02f3b86c-d93a-4a82-88c5-ab3c80718968,TITLE: Putin congratulates Xi Jinping on 74th anniversary of China's founding — Kremlin. OPENING: Russian President intends to hold talks with his Chinese counterpart Xi Jinping on the sidelines of the One Belt One Road forum in China,
1ecc792c-673f-47a9-89cc-6c3bc6b72ac0,"TITLE: China's Xi Jinping to attend Apec summit: Foreign Minister Don. OPENING: Chinese President Xi Jinping will attend the Asia-Pacific Economic Cooperation summit in Bangkok next month, according to Foreign Minister Don Pramudwinai.",
88c78e98-d237-4197-9305-0cd58310eb8d,TITLE: Why is Xi Jinping Clapping?. OPENING: The National People's Congress -- China's annual political gathering known as the Two Sessions -- brought leaders and lawmakers this week to set the Chinese Com...,
214fa513-5ce1-4bac-9ed9-80aa4dc23e9b,TITLE: Potential consequences of Trump's meeting with Xi Jinping in South Korea. OPENING: President Trump and Chinese leader Xi Jinping are set to meet on the sidelines of an economic conference in South Korea on Thursday. CBS News senior White House...,
4b2baf5e-f0c9-4dd4-9ffc-d2ea218f8ee7,"TITLE: Bookstores Become Sites of Subtle Protest Against Xi Jinping. OPENING: Chinese bookstore shelf arrangements rarely go viral—that is, unless they contain a hidden message calling for Xi Jinping to step down. Since Xi has risen to ...",
c0eb1319-67dd-4e72-88c8-586435f1f3d8,"TITLE: Xi Jinping visits Tibet in show of strength. OPENING: Chinese leader Xi Jinping visited Tibet’s capital, sending signals both of his own health and of Beijing’s insistence that it will control the choice of a?...",
248496d7-318c-4291-9d56-4651b8b8d340,"TITLE: Xi Jinping inspects Guizhou, stresses high-quality development. OPENING: GUIZHOU: Chinese President Xi Jinping stressed the importance of adhering to high-quality development and driving growth by further deepening reform and opening...",
9228552d-4d6f-4ffe-806c-ec4b42183af2,TITLE: Elon Snubbed? Xi Jinping Grants Bill Gates Warm Beijing Meeting. OPENING: A,
da16924e-2bb3-4460-bc69-c9e38f830620,"TITLE: U.S. and China near trade deal ahead of Trump's meeting with Xi Jinping. OPENING: The U.S. and China are nearing a trade deal ahead of the planned meeting between President Trump and Chinese President Xi Jinping on Thursday, according to the ...",
40634a7f-164a-42f4-8516-ec8e16170b63,TITLE: Xi Jinping declares China unstoppable at World War II parade. OPENING: President Xi Jinping says China’s rejuvenation is unstoppable during Beijing parade marking 80 years since World War II ended.,
acd0f041-b25d-4fff-90b2-d386e259d9ac,"TITLE: ""Willing To Work With Joe Biden"": Xi Jinping On 'Stable' US-China Ties. OPENING: China's President Xi Jinping said Monday he was willing to work with the United States to promote stable bilateral ties, exchanging congratulations with his US ...",
95399165-29d1-4ac6-b451-2f023c284efc,TITLE: President Xi Jinping enjoying watching Trump & Musk destroy each other on their keyboards. OPENING: We start with this humorous caricature... But what can investors and traders do now? Here are 3 things to consider...,
502c9aa1-6ee4-4f30-a7b2-09c1b36008c6,"TITLE: The Main Thing Holding Back China Is Xi Jinping. OPENING: If the Chinese Century underwhelms, it'll be partly due to a single man.",
7ff64607-ffe3-4fc5-baa2-b84b692fd6bb,"TITLE: Will the Xi Jinping era come to a quiet end?. OPENING: A 'military mutiny' has already taken place, and a 'political coup' is underway.",
4908f6fa-404b-4ba3-9be2-d0c673f6b0bc,"TITLE: Chinese President Xi Jinping congratulates Nicusor Dan on his presidential win. OPENING: Chinese President Xi Jinping congratulated on Thursday Nicusor Dan on his election as president of Romania, news agency Xinhua reports.Xi pointed out that...",
e2fefa22-3c34-400e-bc35-1572c4aedf95,"TITLE: Trade turnover between Russia, China gaining 116% over decade — Xi Jinping. OPENING: The parties had agreed to scale up trade in energy resources and expand interaction at the top level, the Chinese leader said",
5045b7af-8db9-4ace-bb98-cc135175e948,"TITLE: Chinese President Xi Jinping meets U.S. National Security Advisor Jake Sullivan. OPENING: Chinese President Xi Jinping meets with U.S. National Security Advisor Jake Sullivan at the Great Hall of the People in Beijing, capital of China, Aug. 29, 2024...",
9b289982-531c-40f7-b98e-6206b20fbd3f,"TITLE: Xi Jinping to visit Iran. OPENING: BEIJING: Chinese President Xi Jinping will make a state visit to Iran, the foreign ministry said Thursday, as a three-day trip to China by the leader of the Isl...",
70e908d8-4f67-46b8-bb38-527d844d2df4,TITLE: Xi Jinping presides over consultative meeting. OPENING: The Communist Party of China (CPC) Central Committee held a consultative meeting on Tuesday at Zhongnanhai in Beijing with the central committees of other polit...,
8e8cab9c-4236-4068-a165-9a3443428cae,TITLE: Xi Jinping wants a spot in your inbox. OPENING: Xi Jinping wants a spot in your inbox Policymakers hope to shape the thinking of Western elites in new ways EVEN AS WESTERN news outlets struggle to gain…,
871a3228-9b72-482d-8b5a-3d75f7ca4ccf,"TITLE: Xi Jinping to launch new China leadership filled with allies. OPENING: China launches a new leadership under Xi Jinping filled with his loyalists, with the 69-year-old breaking the norm on retirement age and staying on as the Commu...",
50f9df70-98e4-4843-ba90-8e7ad3595bb3,"TITLE: Xi Jinping to visit Vietnam, Malaysia, Cambodia on April 14-18. OPENING: Chinese leader will visit Kuala Lumpur and Phnom Penh at the invitation of Malaysian King Sultan Ibrahim Iskandar and Cambodian King Norodom Sihamoni",
7e04d064-2e01-4fb9-b9ee-ca8a1d89fd2d,"TITLE: Joe Biden calls Chinese President Xi Jinping a dictator. OPENING: US News: KENTFIELD, California/WASHINGTON: US President Joe Biden on Tuesday called Chinese President Xi Jinping a dictator and said Xi was very embarrassed wh.",
7632c997-135f-4c0e-b33e-e9cda9d29a24,TITLE: Xi Jinping declares Beijing 2022 Winter Olympics open. OPENING: Chinese President Xi Jinping officially declared the Beijing 2022 Winter Olympics open at the National Stadium on Friday night.The Beijing Winter Olympics featu...,
c0b55c60-8e8f-4884-8e94-3c17b7cdd013,"TITLE: Putin In China To Meet ""Dear Friend"" Xi Jinping. OPENING: Russian President Vladimir Putin arrived in China on Tuesday to meet his ""dear friend"" Xi Jinping and bolster their relationship at a summit overshadowed by the...",
2a4296da-3259-476c-afa0-fc4034584d97,TITLE: Chinese president Xi Jinping stresses cooperation in meeting with Bill Gates. OPENING: Chinese leader Xi Jinping said the United States and China can cooperate to “benefit our two countries” in a meeting Friday with Microsoft Corp.,
45eb3598-cad9-45bd-8237-a32e86db09cc,"TITLE: Xi Jinping Replies to Letter from Bangladeshi Girl Alifa Chin. OPENING: President Xi Jinping replied to a letter from Bangladeshi girl Alifa Chin, encouraging her to study hard, pursue her dream, and carry forward the...",
62d655c1-9aaa-4423-983a-66bf9c379e89,"TITLE: Medvedev, Xi Jinping praise Russian-Chinese relations. OPENING: Medvedev and Xi also discussed a number of ""important international issues, highlighting a broad convergence of views that Moscow and Beijing have on the world?...",
203ae786-7b9f-4821-bff0-a4cebea23d08,TITLE: Condolences to President of China Xi Jinping • President of Russia. OPENING: Vladimir Putin sent a message of condolences to President of the People's Republic of China Xi Jinping Xi JinpingPresident of People's Republic of China in conn...,
84ccc066-b521-457d-885b-efa607ead690,"TITLE: Vladimir Putin and Xi Jinping to speak on Friday. OPENING: Europe News: Russian President Vladimir Putin will speak with Chinese President Xi Jinping via video link on Friday, the Kremlin said.",
941fd8d6-9e80-4ccb-a1c9-e6a2dec92712,"TITLE: Step down Xi Jinping, Communist Party, demand Chinese. OPENING: People across the nation have been carrying out protests demanding the resignation of Xi Jinping over his strict COVID-19 measures.",
bb0f7b6f-ce36-4bbd-b773-46ae2d424085,"TITLE: Trump travels to Asia for trade talks, meeting with China's Xi Jinping. OPENING: Trade talks between U.S. and Chinese officials began earlier this morning in Kuala Lumpur, Malaysia. President Trump is traveling to the city as part of a five-...",
362180ea-bf48-4afd-a625-6e946e428c1f,"TITLE: China’s Xi Jinping secures precedent-breaking third term as president. OPENING: Nearly 3,000 members of China's rubber-stamp parliament, the National People's Congress (NPC), voted unanimously in the Great Hall of the People for Xi, 69, to ...",
ac25d180-8fdb-46a8-ae3c-11e0fa93df45,"TITLE: Trump boasts about ""amazing"" meeting with China's Xi Jinping but no trade deal signed. OPENING: President Trump says his meeting with Chinese President Xi Jinping went well after several agreements were made, but a concrete trade deal has not yet been sign...",
2b14353b-3a85-4966-87d1-4aaa2950b297,TITLE: Xi Jinping Unveils Vision For New Global Order. OPENING: Voice is AI-generated. Inconsistencies may occur. Members of the Shanghai Cooperation Organization (SCO) should cooperate further in economics and security to?...,
946d2fe2-97b5-414d-892f-60b61a0dba35,"TITLE: Meeting of Putin, Xi Jinping over, Chinese leader leaves Kremlin. OPENING: The meeting lasted for about six hours",
f5e7421f-ab49-4948-bbc5-f4f3bedcc2a4,"TITLE: China to boost cooperation with Russia to develop vaccines, medicines, tests — Xi Jinping. OPENING: The Chinese President also noted that China and Russia have made a significant contribution to the development of the global health system",
46d5bf96-920e-4f32-b009-f1a2a660b94a,"TITLE: China's President Xi Jinping leader promises Africa 1 billion COVID vaccine doses. OPENING: The Chinese leader said that his country would donate 600 million doses directly. A further 400 million doses would come from other sources, such as investments...",
0af4d07c-aee4-49fe-9860-0248ae347bd3,"TITLE: How China’s Xi Jinping has amassed power over a decade. OPENING: Xi is expected to secure a third term, becoming China's most powerful ruler since Mao Zedong, signifying a change from collective leadership into what is seen a...",
a3493484-1cf6-4ae1-bf9a-abcd17d51839,TITLE: New Zealand PM says Xi Jinping not a ‘dictator’ after Biden remark. OPENING: New Zealand’s Prime Minister Chris Hipkins told reporters he did not agree with President Joe Biden’s remark that Chinese leader Xi Jinping was a dictator. ...,
7d6c6168-efc1-48f6-94b6-5c631caca4a7,TITLE: Xi Jinping to use Hongqi N701 limousine in Moscow — source. OPENING: Hongqi will supply twenty H9 executive cars and ten H10 business minivans for guests during the Victory Day activities,
68d0757a-bd60-463f-a8aa-dfe224d87f17,"TITLE: Putin, Xi Jinping start talks with delegations. OPENING: After the negotiations, the two leaders will sign documents and make statements for the media",
a4ae2893-5877-4827-b516-0a7ae20f861f,"TITLE: Xi Jinping: who is the most powerful man in the world?. OPENING: He has rewritten the history books to affirm his place in China’s national narrative and is set for another decade in power. But who is the Chinese Premiere, ...",
f650fca9-add1-4911-80ca-8dbd73989e1a,"TITLE: DNA TV Show: Why Chinese President Xi Jinping not attending G20 Summit in India?. OPENING: As India prepares to host the G20 summit in 2023, the Chinese president's absence in the meeting boils various controversies. Let's have a look at all the possi...",
fe4ab4b6-c8c7-4040-91a2-9b7fb4f6b661,"TITLE: China's Economic Recovery ""Still At Critical Stage"", Says Xi Jinping: Report. OPENING: President Xi Jinping said that China's economic recovery is at a",
fa453887-e04a-43dd-93e1-f74db60a9a8d,"TITLE: President Xi Jinping arrives in Saudi Arabia. OPENING: https://newsus.cgtn.com/news/2022-12-08/President-Xi-Jinping-arrives-in-Saudi-Arabia--1fAvtboJVni/index.html China 08:26, 08-Dec-2022 Translate President...",
55e35e82-cd9e-4258-beb4-5400811c1938,TITLE: External Affairs Minister Jaishankar meets Chinese President Xi Jinping. OPENING: External Affairs Minister Jaishankar meets Chinese President Xi Jinping to discuss recent developments in India-China bilateral ties.,
57b15152-d47a-4594-aed5-a13b801aed28,"TITLE: Xi Jinping, Putin exchange Chinese New Year greetings by phone. OPENING: BEIJING: Chinese President Xi Jinping on Thursday held a phone conversation with his Russian counterpart Vladimir Putin ahead of the Chinese New Year.It has bec...",
267baa7f-7f18-4a03-a96f-941939f4606c,"TITLE: Xi Jinping looks to improve, strengthen China’s public complaint management system. OPENING: BEIJING: Chinese President Xi Jinping on Wednesday met with some of the attendees of a national meeting on work related to handling people's complaints.Presiden...",
72fda2a2-e7b3-4c39-b6f4-969e1593184d,TITLE: Brazil’s President Lula has new talks with Xi Jinping about Ukraine. OPENING: Brazilian President Luiz Inácio Lula da Silva (PT) said on Thursday evening (25) that he had talked with China's President Xi Jinping on the phone. The convers...,
c65a9e07-be4f-4f9a-9320-114a91e5b517,"TITLE: China, EU must oppose unilateral bullying — Xi Jinping. OPENING: The Chinese president added that Beijing and Brussels must make a greater contribution to peace, stability, development and prosperity across the world",
d1cea0d5-120d-4672-b25c-40140249a0e5,"TITLE: Putin, Xi Jinping to discuss conflict in Ukraine — Kremlin aide. OPENING: Yury Ushakov said that Moscow",
85c9a168-9141-4596-b30f-eab875a53a54,"TITLE: Global management should be provided by combined efforts — Xi Jinping. OPENING: The Chiese leader also urged to strengthen global management, noting that it will help the global community to better use the resources for development and coun...",
0abec785-68b1-4271-947c-6c8c51c74416,"TITLE: Vladimir Putin and Xi Jinping deepen strategic alliance. OPENING: At China's SCO summit, leaders gathered to discuss regional cooperation and global challenges. Russian President Vladimir Putin and Chinese President Xi Jinping...",
f19ef48a-94de-4093-8ceb-c25f8ca6050a,"TITLE: China's Xi Jinping To Visit Russia Next Week On Putin's Invitation. OPENING: Chinese President Xi Jinping will visit Russia next week, Beijing's foreign ministry said Friday, his first trip to Moscow in nearly four years.",
829a9e88-4a19-4ff2-8ba2-0e98c3641db0,"TITLE: Trump speaks to China's Xi Jinping as trade standoff continues. OPENING: President Trump spoke to China's Xi Jinping about trade, CBS News has confirmed. This comes as Mr. Trump accused China of violating an initial agreement and as ...",
7aa487b4-4a02-4910-a8c2-7ff731adf06a,"TITLE: China: President Xi Jinping all set for unprecedented 3rd term. OPENING: As he will be on the position for 3rd time and perhaps for life, Xi has further consolidated his power with many of his own associates making it to the Central ...",
72276ff2-a968-4afc-9216-1633fd127c63,"TITLE: Xi Jinping arrives in Moscow for state visit to Russia. OPENING: On the afternoon of March 20 local time, President Xi Jinping arrived in Moscow on a special plane to pay a state visit to Russia at the invitation of President...",
4c00c19b-e150-4b50-8e89-e2d595aeb9a6,TITLE: Xi Jinping attends 20th CPC National Congress opening session. OPENING: Xi Jinping is attending the opening session of the 20th National Congress of the Communist Party of China (CPC) at the Great Hall of the People in Beijing on Su...,
552e50f9-29db-424c-a4d8-92d5b046dacf,"TITLE: Xi Jinping receives uncontrolled powers at CCP’s 20th congress. OPENING: Beijing [China], October 24 (ANI): At the Chinese Communist Party’s (CCP) 20th congress, President Xi Jinping received uncontrolled powers. The 20th Congress ...",
09038eda-9c63-4af0-ace4-f3e000b6d0c3,"TITLE: China's leader Xi Jinping introduces his new top team. OPENING: China's leader Xi Jinping has been re-elected for a third straight term, in a break with precedent.",
b76f0849-1060-4aea-987b-6197fc25fa69,"TITLE: China's Xi Jinping Warns Of ""Catastrophic Consequences"" Of Confrontation. OPENING: Chinese President Xi Jinping warned on Monday that confrontation between major powers could have ""catastrophic consequences"" in a speech to world leaders at an ...",
780b1e30-2c9f-4946-8dfe-55079428580d,"TITLE: Bolton: Putin, Xi Jinping, Kim Jong Un Think Trump Is ‘an Easy Mark’. OPENING: Former National Security Advisor John Bolton said Tuesday on CNN's",
ba1246d7-937a-4cf3-aad2-20e1587e0002,"TITLE: Joe Biden, Xi Jinping To Meet For Talks In Bali: Report. OPENING: US President Joe Biden will meet with Chinese leader Xi Jinping on the sidelines of the G20 meeting in Bali on November 14, the White House announced Thursday, ...",
4e6ae32e-8978-4a63-aaaf-5ff8d7b8e508,"TITLE: Xi Jinping Calls China's Covid policy ""Well Thought-Out"": Report. OPENING: Chinese President Xi Jinping defended his COVID-19 policy in his public address on the occasion of the new year, calling it ""rational and well-thought-out.""",
c0ffab00-c8b5-4d04-a1e7-7eef5529cc51,"TITLE: Xi Jinping promises China will not follow path of Western modernization. OPENING: According to Xi Jinping, Chinese modernization is ""fundamentally different from Western modernization"" as China ""cannot follow the path of Western modernization...",
63fa9128-6459-40a1-922e-f2a00e02f258,TITLE: When Kamala Harris Met Xi Jinping. OPENING: USA Vice President Kamala Harris and Chinese President Xi Jinping met at the Asia-Pacific Economic Cooperation summit in Thailand.,
29e0eb1d-3da8-4db3-a770-a63a5fbf9a71,"TITLE: ‘Unstoppable’, says Xi Jinping at military parade, Trump reacts, ‘Xi, Putin and Kim conspiring’. OPENING: Chinese President Xi Jinping declared China unstoppable while marking 80 years since World War II. He emphasised the importance of peace, dialogue, and mutual s...",
0acff34d-7279-4521-87e2-8973adaa0044,"TITLE: China: Xi Jinping leaves no room for political challenge, picks new 'devoted' team. OPENING: According to Hong Kong Post, dissent has no place in Xi Jinping's odd 'democratic' system in China.",
788ba97e-43c4-4494-b6d8-3c7f3f7a347a,TITLE: Bill Gates meets Chinese president Xi Jinping on China visit. OPENING: Microsoft’s co-founder Bill Gates has met with Chinese President Xi Jinping just days after a visit to Beijing by Tesla CEO Elon Musk.,
6fbef621-13f2-4842-934c-5e4cd446bbb0,"TITLE: Belarusian President Lukashenko to meet with Chinese leader Xi Jinping on June 4. OPENING: According to the Belarusian leader, technological modernization of the manufacturing industry is one of the major issues on the Belarus-China bilateral agenda",
